35.86607755,31.97611244
35.86607495,31.97613765
35.86607768,31.97611138
35.86607537,31.97613726
35.86607732,31.9761125
35.86607667,31.97611213
35.86607537,31.97613726
35.86607494,31.97613743
35.8660783,31.97611305
35.8660758,31.97613705
35.86607852,31.97611278
35.86607638,31.97613671
35.86607718,31.976112
35.86607569,31.9761371
35.86607721,31.9761117
35.86607671,31.97613604
35.86607706,31.97611148
35.86607564,31.97611062
35.86607757,31.97613604
35.86607642,31.97613649
35.86607564,31.97611062
35.86607642,31.97613649
35.86607621,31.97611178
35.86607644,31.97613678
35.86607504,31.97611111
